,Message ID,Message Phrases
7395,7396,[you are shortlisted:role of a human resources director:received your profile:get hired today:you are shortlisted:role of a human resources director:call us:meet us:work less and get paid more:work less and get paid more]
7396,7397,[role of a human resources director:you are shortlisted:role of a software developer:limited period job offer]
7397,7398,[received your profile:simplest path to become a millionaire:role of a software developer:received your profile:travel reimbursement:you are shortlisted:work less and get paid more:you are shortlisted:role of a human resources director:call us:received your profile:meet us]
7398,7399,[limited period job offer:role of a software developer:travel reimbursement:call us:call us:meet us:work less and get paid more:work less and get paid more:role of a software developer:get hired today]
7399,7400,[open for all:limited period job offer:call us:received your profile:you are shortlisted:work less and get paid more:meet us:you are shortlisted:simplest path to become a millionaire:you are shortlisted]
7400,7401,[you are shortlisted:role of a software developer:travel reimbursement:travel reimbursement:work less and get paid more:received your profile:meet us:limited period job offer:work less and get paid more]
7401,7402,[call us:role of a human resources director:simplest path to become a millionaire:role of a human resources director:meet us:simplest path to become a millionaire]
7402,7403,[received your profile:simplest path to become a millionaire:you are shortlisted:you are shortlisted]
7403,7404,[call us:simplest path to become a millionaire:travel reimbursement:received your profile:you are shortlisted:received your profile]
7404,7405,[limited period job offer:meet us:received your profile:call us:call us:you are shortlisted:simplest path to become a millionaire:limited period job offer:you are shortlisted:received your profile]
7405,7406,[travel reimbursement:role of a human resources director:call us:travel reimbursement:work less and get paid more:get hired today:received your profile:open for all:limited period job offer:travel reimbursement:travel reimbursement:role of a human resources director]
7406,7407,[you are shortlisted:get hired today:you are shortlisted:call us:simplest path to become a millionaire:travel reimbursement:work less and get paid more:limited period job offer]
7407,7408,[role of a software developer:get hired today:limited period job offer:you are shortlisted:travel reimbursement:limited period job offer:you are shortlisted:role of a human resources director]
7408,7409,[travel reimbursement:get hired today:limited period job offer:call us:work less and get paid more:open for all:you are shortlisted:you are shortlisted:travel reimbursement:work less and get paid more]
7409,7410,[you are shortlisted:you are shortlisted:role of a software developer:you are shortlisted:work less and get paid more:open for all:get hired today]
7410,7411,[work less and get paid more:role of a software developer:travel reimbursement:role of a software developer:simplest path to become a millionaire:call us]
7411,7412,[work less and get paid more:you are shortlisted:limited period job offer:meet us:call us:you are shortlisted:simplest path to become a millionaire:simplest path to become a millionaire]
7412,7413,[call us:simplest path to become a millionaire:meet us:role of a software developer:open for all:role of a software developer:you are shortlisted:simplest path to become a millionaire]
